participant	task	step	word	lemma	pos	z	start_obj	end_obj
7_1a	3	35653	okay	okay	INTJ	1	None	None
7_1a	3	35698	now	now	ADV	1	None	None
7_1a	3	35743	after	after	ADP	1	None	None
7_1a	3	35779	we	-PRON-	PRON	1	None	None
7_1a	3	35798	have	have	AUX	1	None	None
7_1a	3	35869	had	have	VERB	1	None	None
7_1a	3	35941	our	-PRON-	DET	1	None	None
7_1a	3	35968	delicious	delicious	ADJ	1	None	None
7_1a	3	36014	breakfast	breakfast	NOUN	1	None	None
7_1a	3	36027	breakfast	breakfast	NOUN	6	None	None
7_1a	3	36085	're	be	AUX	6	None	None
7_1a	3	36090	're	be	AUX	1	None	None
7_1a	3	36103	going	go	VERB	1	None	None
7_1a	3	36131	to	to	PART	1	None	None
7_1a	3	36135	to	to	PART	7	None	None
7_1a	3	36140	put	put	VERB	7	None	None
7_1a	3	36157	everything	everything	PRON	7	None	None
7_1a	3	36183	away	away	ADV	7	None	None
7_1a	3	36189	away	away	ADV	2	None	None
7_1a	3	36210	and	and	CCONJ	2	None	None
7_1a	3	36237	clean	clean	VERB	2	None	None
7_1a	3	36252	clean	clean	VERB	7	None	Apple
7_1a	3	36281	things	thing	NOUN	7	None	Apple
7_1a	3	36288	things	thing	NOUN	2	Apple	Apple
7_1a	3	36300	up	up	ADP	2	Apple	Apple
7_1a	3	36318	NA	NA	NA	2	Apple	Apple
7_1a	3	36342	NA	NA	NA	1	Apple	Apple
7_1a	3	36416	so	so	CCONJ	1	Apple	Apple
7_1a	3	36453	'm	be	AUX	1	Apple	Apple
7_1a	3	36516	going	go	VERB	1	Apple	Apple
7_1a	3	36534	to	to	PART	1	Apple	Apple
7_1a	3	36552	pick	pick	VERB	1	Apple	Apple
7_1a	3	36570	up	up	ADP	1	Apple	Apple
7_1a	3	36588	this	this	DET	1	Apple	Apple
7_1a	3	36615	played	play	VERB	1	Apple	Apple
7_1a	3	36660	NA	NA	NA	1	Apple	Apple
7_1a	3	36714	far	far	ADV	1	Apple	Apple
7_1a	3	36732	NA	NA	NA	1	Apple	Apple
7_1a	3	36741	the	the	DET	1	Apple	Apple
7_1a	3	36749	glass	glass	NOUN	1	Apple	Apple
7_1a	3	36776	of	of	ADP	1	Apple	Apple
7_1a	3	36794	water	water	NOUN	1	Apple	Apple
7_1a	3	36819	water	water	NOUN	3	Apple	Apple
7_1a	3	36821	NA	NA	NA	3	Apple	Apple
7_1a	3	36837	NA	NA	NA	2	Apple	Apple
7_1a	3	36983	and	and	CCONJ	2	Apple	Apple
7_1a	3	37028	'm	be	AUX	2	Apple	Apple
7_1a	3	37046	moving	move	VERB	2	Apple	Apple
7_1a	3	37055	to	to	ADP	2	Apple	Apple
7_1a	3	37082	the	the	DET	2	Apple	Apple
7_1a	3	37091	counter	counter	NOUN	2	Apple	Apple
7_1a	3	37136	NA	NA	NA	2	Apple	Apple
7_1a	3	37188	NA	NA	NA	1	Apple	Apple
7_1a	3	37361	's	-PRON-	PRON	1	Apple	Apple
7_1a	3	37476	's	-PRON-	PRON	3	Apple	Cup
7_1a	3	37487	put	put	VERB	3	Apple	Cup
7_1a	3	37512	put	put	VERB	6	Cup	Apple
7_1a	3	37548	put	put	VERB	2	Apple	Apple
7_1a	3	37550	those	those	DET	2	Apple	Apple
7_1a	3	37559	things	thing	NOUN	2	Apple	Apple
7_1a	3	37586	on	on	ADP	2	Apple	Apple
7_1a	3	37613	the	the	DET	2	Apple	Apple
7_1a	3	37631	counter	counter	NOUN	2	Apple	Apple
7_1a	3	37658	here	here	ADV	2	Apple	Apple
7_1a	3	37665	here	here	ADV	1	Apple	Apple
7_1a	3	37667	NA	NA	NA	1	Apple	Apple
7_1a	3	37683	NA	NA	NA	3	Apple	Apple
7_1a	3	37701	NA	NA	NA	8	Apple	Apple
7_1a	3	37737	NA	NA	NA	2	Apple	Apple
7_1a	3	37802	and	and	CCONJ	2	Apple	Apple
7_1a	3	37863	and	and	CCONJ	1	Apple	Apple
7_1a	3	37874	job	job	NOUN	1	Apple	Apple
7_1a	3	37899	job	job	NOUN	3	Apple	Apple
7_1a	3	37917	job	job	NOUN	8	Apple	Apple
7_1a	3	37928	'm	be	AUX	8	Apple	Apple
7_1a	3	37962	'm	be	AUX	2	Apple	Apple
7_1a	3	38017	going	go	VERB	2	Apple	Apple
7_1a	3	38044	to	to	PART	2	Apple	Apple
7_1a	3	38053	sing	sing	VERB	2	Apple	Apple
7_1a	3	38079	sing	sing	VERB	3	Apple	Apple
7_1a	3	38124	sing	sing	VERB	1	Apple	Apple
7_1a	3	38133	sing	sing	VERB	3	Apple	Apple
7_1a	3	38134	NA	NA	NA	3	Apple	Apple
7_1a	3	38142	NA	NA	NA	8	Apple	Apple
7_1a	3	38169	NA	NA	NA	1	Apple	Apple
7_1a	3	38187	NA	NA	NA	3	Apple	Apple
7_1a	3	38223	NA	NA	NA	8	Apple	Cup
7_1a	3	38241	NA	NA	NA	2	Cup	Cup
7_1a	3	38268	and	and	CCONJ	1	Cup	Cup
7_1a	3	38304	and	and	CCONJ	3	Cup	Cup
7_1a	3	38340	and	and	CCONJ	8	Cup	Cup
7_1a	3	38349	NA	NA	NA	8	Cup	Cup
7_1a	3	38412	NA	NA	NA	5	Cup	Cup
7_1a	3	38439	NA	NA	NA	3	Cup	Cup
7_1a	3	38457	NA	NA	NA	5	Cup	Cup
7_1a	3	38520	NA	NA	NA	4	Cup	Cup
7_1a	3	38556	NA	NA	NA	5	Cup	Cup
7_1a	3	38563	squash	squash	VERB	5	Cup	Cup
7_1a	3	38625	our	-PRON-	DET	5	Cup	Cup
7_1a	3	38662	glass	glass	NOUN	5	Cup	Cup
7_1a	3	38718	glass	glass	NOUN	3	Cup	Cup
7_1a	3	38752	NA	NA	NA	3	Cup	Cup
7_1a	3	38763	NA	NA	NA	1	Cup	Cup
7_1a	3	38799	NA	NA	NA	3	Cup	Cup
7_1a	3	38808	NA	NA	NA	8	Cup	Apple
7_1a	3	38880	NA	NA	NA	2	Apple	Apple
7_1a	3	38916	NA	NA	NA	1	Apple	Apple
7_1a	3	38995	finish	finish	NOUN	1	Apple	Apple
7_1a	3	38997	finish	finish	NOUN	3	Apple	Apple
7_1a	3	39051	finish	finish	NOUN	1	Apple	Apple
7_1a	3	39058	washing	wash	VERB	1	Apple	Apple
7_1a	3	39085	NA	NA	NA	1	Apple	Apple
7_1a	3	39103	class	class	NOUN	1	Apple	Apple
7_1a	3	39138	NA	NA	NA	1	Apple	Apple
7_1a	3	39228	'm	be	AUX	1	Apple	Apple
7_1a	3	39246	going	go	VERB	1	Apple	Apple
7_1a	3	39264	to	to	PART	1	Apple	Apple
7_1a	3	39282	throw	throw	VERB	1	Apple	Apple
7_1a	3	39300	away	away	ADV	1	Apple	Apple
7_1a	3	39309	NA	NA	NA	1	Apple	Apple
7_1a	3	39336	rest	rest	NOUN	1	Apple	Apple
7_1a	3	39381	of	of	ADP	1	Apple	Apple
7_1a	3	39402	of	of	ADP	3	Apple	Apple
7_1a	3	39420	of	of	ADP	6	Apple	Apple
7_1a	3	39426	NA	NA	NA	6	Apple	Apple
7_1a	3	39480	apple	apple	NOUN	6	Apple	Apple
7_1a	3	39516	NA	NA	NA	6	Apple	Apple
7_1a	3	39525	banana	banana	NOUN	6	Apple	Apple
7_1a	3	39534	NA	NA	NA	6	Apple	Apple
7_1a	3	39555	NA	NA	NA	2	Apple	Apple
7_1a	3	39726	NA	NA	NA	7	Apple	Apple
7_1a	3	39780	NA	NA	NA	1	Apple	Apple
7_1a	3	39879	NA	NA	NA	3	Apple	Apple
7_1a	3	39897	NA	NA	NA	2	Apple	Apple
7_1a	3	39915	NA	NA	NA	6	Apple	None
7_1a	3	39919	soaring	soar	VERB	6	Apple	None
7_1a	3	39969	soaring	soar	VERB	7	None	None
7_1a	3	40027	away	away	ADV	7	None	None
7_1a	3	40050	away	away	ADV	2	None	Bowl
7_1a	3	40062	NA	NA	NA	2	None	Bowl
7_1a	3	40089	apples	apple	NOUN	2	None	Bowl
7_1a	3	40134	bananas	banana	NOUN	2	None	Bowl
7_1a	3	40161	into	into	ADP	2	None	Bowl
7_1a	3	40221	into	into	ADP	1	Bowl	Bowl
7_1a	3	40252	NA	NA	NA	1	Bowl	Bowl
7_1a	3	40261	trash	trash	NOUN	1	Bowl	Bowl
7_1a	3	40287	can	can	NOUN	1	Bowl	Bowl
7_1a	3	40302	can	can	NOUN	3	Bowl	Bowl
7_1a	3	40323	NA	NA	NA	3	Bowl	Bowl
7_1a	3	40356	NA	NA	NA	8	Bowl	Bowl
7_1a	3	40401	NA	NA	NA	1	Bowl	Bowl
7_1a	3	40410	NA	NA	NA	3	Bowl	Bowl
7_1a	3	40455	NA	NA	NA	8	Bowl	Bowl
7_1a	3	40466	I	-PRON-	PRON	8	Bowl	Bowl
7_1a	3	40491	I	-PRON-	PRON	5	Bowl	Bowl
7_1a	3	40492	know	know	VERB	5	Bowl	Bowl
7_1a	3	40529	'm	be	AUX	5	Bowl	Bowl
7_1a	3	40555	going	go	VERB	5	Bowl	Bowl
7_1a	3	40565	to	to	PART	5	Bowl	Bowl
7_1a	3	40599	to	to	PART	3	Bowl	Bowl
7_1a	3	40601	wash	wash	VERB	3	Bowl	Bowl
7_1a	3	40626	wash	wash	VERB	8	Bowl	Bowl
7_1a	3	40716	wash	wash	VERB	5	Bowl	Bowl
7_1a	3	40717	the	the	DET	5	Bowl	Bowl
7_1a	3	40736	plate	plate	NOUN	5	Bowl	Bowl
7_1a	3	40743	plate	plate	NOUN	7	Bowl	Bowl
7_1a	3	40779	plate	plate	NOUN	3	Bowl	Bowl
7_1a	3	40781	NA	NA	NA	3	Bowl	Bowl
7_1a	3	40797	NA	NA	NA	8	Bowl	Bowl
7_1a	3	40842	NA	NA	NA	5	Bowl	Bowl
7_1a	3	40887	NA	NA	NA	8	Bowl	Bowl
7_1a	3	40914	NA	NA	NA	2	Bowl	Bowl
7_1a	3	40977	NA	NA	NA	1	Bowl	Bowl
7_1a	3	41076	washing	wash	VERB	2	Bowl	Bowl
7_1a	3	41139	machine	machine	NOUN	2	Bowl	Bowl
7_1a	3	41157	NA	NA	NA	2	Bowl	Bowl
7_1a	3	41184	NA	NA	NA	1	Bowl	Bowl
7_1a	3	41274	NA	NA	NA	3	Bowl	Bowl
7_1a	3	41283	NA	NA	NA	8	Bowl	Cup
7_1a	3	41355	NA	NA	NA	2	Cup	Cup
7_1a	3	41364	NA	NA	NA	1	Cup	Cup
7_1a	3	41373	okay	okay	INTJ	1	Cup	Cup
7_1a	3	41427	okay	okay	INTJ	3	Cup	Cup
7_1a	3	41435	I	-PRON-	PRON	3	Cup	Cup
7_1a	3	41463	I	-PRON-	PRON	5	Cup	Cup
7_1a	3	41490	I	-PRON-	PRON	3	Cup	Cup
7_1a	3	41498	turn	turn	VERB	3	Cup	Cup
7_1a	3	41533	off	off	ADP	3	Cup	Cup
7_1a	3	41542	the	the	DET	3	Cup	Cup
7_1a	3	41560	sink	sink	NOUN	3	Cup	Cup
7_1a	3	41571	sink	sink	NOUN	1	Cup	Cup
7_1a	3	41589	sink	sink	NOUN	3	Cup	Cup
7_1a	3	41605	NA	NA	NA	3	Cup	Cup
7_1a	3	41652	NA	NA	NA	1	Cup	Cup
7_1a	3	41688	NA	NA	NA	3	Cup	Cup
7_1a	3	41731	and	and	CCONJ	3	Cup	Cup
7_1a	3	41742	and	and	CCONJ	8	Cup	Knife
7_1a	3	41803	tell	tell	VERB	8	Cup	Knife
7_1a	3	41814	tell	tell	VERB	2	Knife	Knife
7_1a	3	41830	me	-PRON-	PRON	2	Knife	Knife
7_1a	3	41848	if	if	SCONJ	2	Knife	Knife
7_1a	3	41857	's	be	AUX	2	Knife	Knife
7_1a	3	41875	ever	ever	ADV	2	Knife	Knife
7_1a	3	41892	played	play	VERB	2	Knife	Knife
7_1a	3	41919	I	-PRON-	PRON	2	Knife	Knife
7_1a	3	41991	dropped	drop	VERB	2	Knife	Knife
7_1a	3	41994	dropped	drop	VERB	1	Knife	Knife
7_1a	3	42036	the	the	DET	1	Knife	Knife
7_1a	3	42045	glasses	glass	NOUN	1	Knife	Knife
7_1a	3	42048	glasses	glass	NOUN	3	Knife	Knife
7_1a	3	42057	glasses	glass	NOUN	8	Knife	Knife
7_1a	3	42066	glasses	glass	NOUN	2	Knife	Knife
7_1a	3	42081	again	again	ADV	2	Knife	Knife
7_1a	3	42093	again	again	ADV	3	Knife	Knife
7_1a	3	42102	again	again	ADV	8	Knife	Knife
7_1a	3	42117	but	but	CCONJ	8	Knife	Knife
7_1a	3	42147	but	but	CCONJ	NA	NA	NA
7_1a	3	42152	NA	NA	NA	NA	NA	NA
7_1a	4	42156	NA	NA	NA	2	None	None
7_1a	4	42264	NA	NA	NA	1	None	None
7_1a	4	42273	NA	NA	NA	2	None	None
7_1a	4	42282	NA	NA	NA	8	None	None
7_1a	4	42308	okay	okay	INTJ	8	None	None
7_1a	4	42318	okay	okay	INTJ	2	None	None
7_1a	4	42363	okay	okay	INTJ	6	None	None
7_1a	4	42371	NA	NA	NA	6	None	None
7_1a	4	42399	NA	NA	NA	2	None	None
7_1a	4	42435	NA	NA	NA	6	None	None
7_1a	4	42516	toys	toy	NOUN	2	None	Book
7_1a	4	42525	toys	toy	NOUN	1	Book	Book
7_1a	4	42534	toys	toy	NOUN	2	Book	Book
7_1a	4	42543	toys	toy	NOUN	7	Book	None
7_1a	4	42560	on	on	ADP	7	Book	None
7_1a	4	42596	NA	NA	NA	7	Book	None
7_1a	4	42605	ground	ground	NOUN	7	Book	None
7_1a	4	42606	ground	ground	NOUN	8	None	None
7_1a	4	42651	NA	NA	NA	8	None	None
7_1a	4	42660	NA	NA	NA	2	None	None
7_1a	4	42687	NA	NA	NA	1	None	None
7_1a	4	42741	NA	NA	NA	3	None	None
7_1a	4	42795	NA	NA	NA	1	None	None
7_1a	4	42801	guess	guess	VERB	1	None	None
7_1a	4	42829	's	-PRON-	PRON	1	None	None
7_1a	4	42858	's	-PRON-	PRON	3	None	None
7_1a	4	42867	's	-PRON-	PRON	8	None	Toy
7_1a	4	42919	start	start	VERB	8	None	Toy
7_1a	4	42946	with	with	ADP	8	None	Toy
7_1a	4	42964	NA	NA	NA	8	None	Toy
7_1a	4	42981	airplane	airplane	NOUN	8	None	Toy
7_1a	4	42993	airplane	airplane	NOUN	3	Toy	Toy
7_1a	4	43045	because	because	SCONJ	3	Toy	Toy
7_1a	4	43047	because	because	SCONJ	1	Toy	Toy
7_1a	4	43081	NA	NA	NA	1	Toy	Toy
7_1a	4	43090	like	like	VERB	1	Toy	Toy
7_1a	4	43117	NA	NA	NA	1	Toy	Toy
7_1a	4	43146	NA	NA	NA	3	Toy	Toy
7_1a	4	43182	NA	NA	NA	5	Toy	Toy
7_1a	4	43191	NA	NA	NA	3	Toy	Toy
7_1a	4	43245	NA	NA	NA	5	Toy	Toy
7_1a	4	43269	really	really	ADV	5	Toy	Toy
7_1a	4	43272	really	really	ADV	3	Toy	Toy
7_1a	4	43368	fascinating	fascinating	ADJ	3	Toy	Toy
7_1a	4	43395	objects	object	NOUN	3	Toy	Toy
7_1a	4	43416	objects	object	NOUN	5	Toy	Toy
7_1a	4	43443	objects	object	NOUN	3	Toy	Toy
7_1a	4	43476	NA	NA	NA	3	Toy	Toy
7_1a	4	43551	NA	NA	NA	1	Toy	Toy
7_1a	4	43596	NA	NA	NA	3	Toy	Toy
7_1a	4	43632	NA	NA	NA	1	Toy	Toy
7_1a	4	43650	NA	NA	NA	3	Toy	Toy
7_1a	4	43659	NA	NA	NA	5	Toy	Toy
7_1a	4	43686	NA	NA	NA	3	Toy	Toy
7_1a	4	43695	NA	NA	NA	1	Toy	Toy
7_1a	4	43731	NA	NA	NA	3	Toy	Toy
7_1a	4	43758	NA	NA	NA	1	Toy	Toy
7_1a	4	43879	we	-PRON-	PRON	1	Toy	Toy
7_1a	4	43884	we	-PRON-	PRON	3	Toy	Toy
7_1a	4	43893	we	-PRON-	PRON	1	Toy	Toy
7_1a	4	43897	NA	NA	NA	1	Toy	Toy
7_1a	4	43915	a	a	DET	1	Toy	Toy
7_1a	4	43924	red	red	ADJ	1	Toy	Toy
7_1a	4	43956	red	red	ADJ	3	Toy	Toy
7_1a	4	43960	propeller	propeller	NOUN	3	Toy	Toy
7_1a	4	44005	plane	plane	NOUN	3	Toy	Toy
7_1a	4	44010	plane	plane	NOUN	1	Toy	Toy
7_1a	4	44037	plane	plane	NOUN	3	Toy	Toy
7_1a	4	44055	plane	plane	NOUN	5	Toy	Toy
7_1a	4	44064	plane	plane	NOUN	3	Toy	Toy
7_1a	4	44082	plane	plane	NOUN	1	Toy	Toy
7_1a	4	44122	that	that	DET	1	Toy	Toy
7_1a	4	44136	that	that	DET	2	Toy	Toy
7_1a	4	44158	seems	seem	VERB	2	Toy	Toy
7_1a	4	44190	seems	seem	VERB	8	Toy	Toy
7_1a	4	44195	to	to	PART	8	Toy	Toy
7_1a	4	44204	be	be	AUX	8	Toy	Toy
7_1a	4	44212	quite	quite	ADV	8	Toy	Toy
7_1a	4	44239	fashioned	fashioned	ADJ	8	Toy	Toy
7_1a	4	44280	fashioned	fashioned	ADJ	3	Toy	Toy
7_1a	4	44307	fashioned	fashioned	ADJ	1	Toy	Toy
7_1a	4	44329	this	this	DET	1	Toy	Toy
7_1a	4	44334	this	this	DET	3	Toy	Toy
7_1a	4	44343	this	this	DET	5	Toy	Toy
7_1a	4	44352	this	this	DET	3	Toy	Toy
7_1a	4	44428	NA	NA	NA	3	Toy	Toy
7_1a	4	44508	of	of	ADP	3	Toy	Toy
7_1a	4	44517	earliest	early	ADJ	3	Toy	Toy
7_1a	4	44544	NA	NA	NA	3	Toy	Toy
7_1a	4	44568	NA	NA	NA	1	Toy	Toy
7_1a	4	44586	NA	NA	NA	3	Toy	Toy
7_1a	4	44604	NA	NA	NA	1	Toy	Toy
7_1a	4	44616	by	by	ADP	1	Toy	Toy
7_1a	4	44644	NA	NA	NA	1	Toy	Toy
7_1a	4	44724	n't	not	PART	1	Toy	Toy
7_1a	4	44775	n't	not	PART	3	Toy	Toy
7_1a	4	44838	n't	not	PART	8	Toy	Toy
7_1a	4	44842	NA	NA	NA	8	Toy	Toy
7_1a	4	44860	one	one	NUM	8	Toy	Toy
7_1a	4	44865	one	one	NUM	2	Toy	Toy
7_1a	4	44892	one	one	NUM	8	Toy	Toy
7_1a	4	44919	one	one	NUM	3	Toy	Toy
7_1a	4	44922	single	single	ADJ	3	Toy	Toy
7_1a	4	44941	engine	engine	NOUN	3	Toy	Toy
7_1a	4	44986	in	in	ADP	3	Toy	Toy
7_1a	4	45000	in	in	ADP	1	Toy	Toy
7_1a	4	45013	NA	NA	NA	1	Toy	Toy
7_1a	4	45018	NA	NA	NA	3	Toy	Toy
7_1a	4	45022	front	front	NOUN	3	Toy	Toy
7_1a	4	45040	NA	NA	NA	3	Toy	Toy
7_1a	4	45054	NA	NA	NA	5	Toy	Toy
7_1a	4	45081	NA	NA	NA	8	Toy	Toy
7_1a	4	45085	then	then	ADV	8	Toy	Toy
7_1a	4	45103	they	-PRON-	PRON	8	Toy	Toy
7_1a	4	45117	they	-PRON-	PRON	5	Toy	Toy
7_1a	4	45139	NA	NA	NA	5	Toy	Toy
7_1a	4	45153	NA	NA	NA	7	Toy	Toy
7_1a	4	45162	NA	NA	NA	2	Toy	Toy
7_1a	4	45171	NA	NA	NA	6	Toy	Toy
7_1a	4	45216	NA	NA	NA	5	Toy	Toy
7_1a	4	45234	NA	NA	NA	8	Toy	Toy
7_1a	4	45270	NA	NA	NA	5	Toy	Toy
7_1a	4	45292	flying	fly	VERB	5	Toy	Toy
7_1a	4	45306	flying	fly	VERB	9	Toy	Toy
7_1a	4	45324	flying	fly	VERB	8	Toy	Toy
7_1a	4	45333	flying	fly	VERB	5	Toy	Toy
7_1a	4	45373	NA	NA	NA	5	Toy	Toy
7_1a	4	45423	NA	NA	NA	7	Toy	Toy
7_1a	4	45522	NA	NA	NA	2	Toy	Toy
7_1a	4	45540	NA	NA	NA	6	Toy	Toy
7_1a	4	45585	NA	NA	NA	7	Toy	Toy
7_1a	4	45702	NA	NA	NA	2	Toy	Toy
7_1a	4	45705	lots	lot	NOUN	2	Toy	Toy
7_1a	4	45720	lots	lot	NOUN	6	Toy	Toy
7_1a	4	45741	NA	NA	NA	6	Toy	Toy
7_1a	4	45750	fun	fun	NOUN	6	Toy	Toy
7_1a	4	45759	NA	NA	NA	6	Toy	Toy
7_1a	4	45774	NA	NA	NA	5	Toy	Toy
7_1a	4	45792	NA	NA	NA	8	Toy	Toy
7_1a	4	45804	should	should	VERB	8	Toy	Toy
7_1a	4	45822	NA	NA	NA	8	Toy	Toy
7_1a	4	45849	how	how	ADV	8	Toy	Toy
7_1a	4	45855	how	how	ADV	6	Toy	Toy
7_1a	4	45867	to	to	PART	6	Toy	Toy
7_1a	4	45885	supply	supply	VERB	6	Toy	Toy
7_1a	4	45912	NA	NA	NA	6	Toy	Toy
7_1a	4	45930	work	work	VERB	6	Toy	Toy
7_1a	4	45936	work	work	VERB	2	Toy	Toy
7_1a	4	45957	when	when	ADV	2	Toy	Toy
7_1a	4	45984	NA	NA	NA	2	Toy	Toy
7_1a	4	45993	grow	grow	VERB	2	Toy	Toy
7_1a	4	45999	grow	grow	VERB	6	Toy	Toy
7_1a	4	46026	grow	grow	VERB	2	Toy	Toy
7_1a	4	46029	NA	NA	NA	2	Toy	Toy
7_1a	4	46044	NA	NA	NA	1	Toy	Toy
7_1a	4	46110	about	about	ADP	1	Toy	Toy
7_1a	4	46155	physics	physics	NOUN	1	Toy	Toy
7_1a	4	46218	NA	NA	NA	1	Toy	Toy
7_1a	4	46233	NA	NA	NA	3	Toy	Toy
7_1a	4	46242	NA	NA	NA	7	Toy	None
7_1a	4	46244	aerodynamics	aerodynamic	NOUN	7	Toy	None
7_1a	4	46332	aerodynamics	aerodynamic	NOUN	8	None	None
7_1a	4	46334	NA	NA	NA	8	None	None
7_1a	4	46368	NA	NA	NA	3	None	None
7_1a	4	46404	NA	NA	NA	1	None	None
7_1a	4	46442	put	put	VERB	1	None	None
7_1a	4	46449	put	put	VERB	3	None	None
7_1a	4	46458	put	put	VERB	8	None	Doll
7_1a	4	46539	put	put	VERB	3	Doll	Doll
7_1a	4	46557	put	put	VERB	1	Doll	Doll
7_1a	4	46566	NA	NA	NA	1	Doll	Doll
7_1a	4	46575	play	play	NOUN	1	Doll	Doll
7_1a	4	46602	on	on	ADP	1	Doll	Doll
7_1a	4	46620	NA	NA	NA	3	Doll	Doll
7_1a	4	46629	table	table	NOUN	3	Doll	Doll
7_1a	4	46638	table	table	NOUN	5	Doll	Doll
7_1a	4	46665	now	now	ADV	5	Doll	Doll
7_1a	4	46764	now	now	ADV	3	Doll	Doll
7_1a	4	46809	now	now	ADV	1	Doll	Doll
7_1a	4	46818	now	now	ADV	3	Doll	Doll
7_1a	4	46827	let	let	VERB	3	Doll	Doll
7_1a	4	46836	let	let	VERB	5	Doll	Doll
7_1a	4	46844	look	look	VERB	5	Doll	Doll
7_1a	4	46845	look	look	VERB	3	Doll	Doll
7_1a	4	46871	at	at	ADP	3	Doll	Doll
7_1a	4	46872	at	at	ADP	1	Doll	Doll
7_1a	4	46880	this	this	DET	1	Doll	Doll
7_1a	4	46889	dog	dog	NOUN	1	Doll	Doll
7_1a	4	46979	NA	NA	NA	1	Doll	Doll
7_1a	4	47007	NA	NA	NA	3	Doll	None
7_1a	4	47016	NA	NA	NA	9	None	None
7_1a	4	47043	NA	NA	NA	8	None	Doll
7_1a	4	47151	NA	NA	NA	3	Doll	Doll
7_1a	4	47160	NA	NA	NA	1	Doll	Doll
7_1a	4	47187	NA	NA	NA	3	Doll	Doll
7_1a	4	47196	NA	NA	NA	5	Doll	Doll
7_1a	4	47268	NA	NA	NA	8	Doll	Doll
7_1a	4	47304	NA	NA	NA	3	Doll	Doll
7_1a	4	47331	NA	NA	NA	1	Doll	Doll
7_1a	4	47367	NA	NA	NA	3	Doll	Doll
7_1a	4	47393	Como	Como	PROPN	3	Doll	Doll
7_1a	4	47421	Como	Como	PROPN	1	Doll	Doll
7_1a	4	47439	Como	Como	PROPN	3	Doll	Doll
7_1a	4	47446	I	-PRON-	PRON	3	Doll	Doll
7_1a	4	47473	dropped	drop	VERB	3	Doll	Doll
7_1a	4	47500	door	door	NOUN	3	Doll	Doll
7_1a	4	47527	sorry	sorry	INTJ	3	Doll	Doll
7_1a	4	47565	sorry	sorry	INTJ	5	Doll	Doll
7_1a	4	47590	NA	NA	NA	5	Doll	Doll
7_1a	4	47637	NA	NA	NA	3	Doll	Doll
7_1a	4	47664	NA	NA	NA	1	Doll	Doll
7_1a	4	47682	NA	NA	NA	3	Doll	Doll
7_1a	4	47718	NA	NA	NA	1	Doll	Doll
7_1a	4	47763	NA	NA	NA	3	Doll	Doll
7_1a	4	47772	NA	NA	NA	5	Doll	Doll
7_1a	4	47808	NA	NA	NA	3	Doll	Doll
7_1a	4	47860	kind	kind	NOUN	3	Doll	Doll
7_1a	4	47862	kind	kind	NOUN	5	Doll	Doll
7_1a	4	47871	kind	kind	NOUN	3	Doll	Doll
7_1a	4	47878	NA	NA	NA	3	Doll	Doll
7_1a	4	47887	things	thing	NOUN	3	Doll	Doll
7_1a	4	47898	things	thing	NOUN	1	Doll	Doll
7_1a	4	47950	people	people	NOUN	1	Doll	Doll
7_1a	4	47979	people	people	NOUN	3	Doll	Doll
7_1a	4	48006	people	people	NOUN	5	Doll	Doll
7_1a	4	48033	people	people	NOUN	3	Doll	Doll
7_1a	4	48048	would	would	VERB	3	Doll	Doll
7_1a	4	48051	would	would	VERB	1	Doll	Doll
7_1a	4	48074	use	use	VERB	1	Doll	Doll
7_1a	4	48096	use	use	VERB	3	Doll	Doll
7_1a	4	48114	use	use	VERB	5	Doll	Doll
7_1a	4	48119	in	in	ADP	5	Doll	Doll
7_1a	4	48123	in	in	ADP	3	Doll	Doll
7_1a	4	48141	in	in	ADP	1	Doll	Doll
7_1a	4	48173	our	-PRON-	DET	1	Doll	Doll
7_1a	4	48186	our	-PRON-	DET	3	Doll	Doll
7_1a	4	48200	classes	class	NOUN	3	Doll	Doll
7_1a	4	48204	classes	class	NOUN	1	Doll	Doll
7_1a	4	48245	NA	NA	NA	1	Doll	Doll
7_1a	4	48285	NA	NA	NA	3	Doll	Doll
7_1a	4	48299	their	-PRON-	DET	3	Doll	Doll
7_1a	4	48312	their	-PRON-	DET	1	Doll	Doll
7_1a	4	48321	their	-PRON-	DET	3	Doll	Doll
7_1a	4	48375	their	-PRON-	DET	5	Doll	Doll
7_1a	4	48402	their	-PRON-	DET	3	Doll	Doll
7_1a	4	48407	joints	joint	NOUN	3	Doll	Doll
7_1a	4	48461	NA	NA	NA	3	Doll	Doll
7_1a	4	48492	NA	NA	NA	1	Doll	Doll
7_1a	4	48537	NA	NA	NA	3	Doll	Doll
7_1a	4	48546	NA	NA	NA	5	Doll	Doll
7_1a	4	48564	NA	NA	NA	3	Doll	Doll
7_1a	4	48573	NA	NA	NA	1	Doll	Doll
7_1a	4	48591	NA	NA	NA	3	Doll	Doll
7_1a	4	48596	move	move	VERB	3	Doll	Doll
7_1a	4	48614	NA	NA	NA	3	Doll	Doll
7_1a	4	48636	NA	NA	NA	5	Doll	Doll
7_1a	4	48667	they	-PRON-	PRON	5	Doll	Doll
7_1a	4	48672	they	-PRON-	PRON	3	Doll	Doll
7_1a	4	48685	NA	NA	NA	3	Doll	Doll
7_1a	4	48703	make	make	VERB	3	Doll	Doll
7_1a	4	48726	make	make	VERB	1	Doll	Doll
7_1a	4	48730	different	different	ADJ	1	Doll	Doll
7_1a	4	48766	NA	NA	NA	1	Doll	Doll
